time,open,high,low,close,volume
1503842400,333.61,336.99,332.21,332.21,176.45375
1503846000,333.96,336.49,332.21,334.67,193.94707999999994
1503849600,335.04,336.49,332.97,334.83,219.16864000000007
1503853200,336.5,339.14,334.67,337.56,277.35621999999995
1503856800,337.56,340.29,336.02,340.26,115.46914
1503860400,340.24,341.47,337.12,339.64,183.13777000000002
1503864000,341.47,341.47,337.12,340.36,212.10891
1503867600,340.36,341.47,337.13,338.66,136.6202
1503871200,338.66,341.43,338.46,338.81,168.79730999999995
1503874800,338.81,348.13,338.81,348.13,54.19761999999999
1503878400,348.11,351,345.83,345.87,240.20693999999997
1503882000,345.87,348,343.57,347.87,103.71248999999999
1503885600,347.87,350.85,343.76,350.84,98.01125000000002
1503889200,350.84,350.84,343.44,343.44,298.7036000000001
1503892800,343.43,343.69,331.95,338.54,582.93715
1503896400,338.54,340.41,333.79,336.01,166.14597000000003
1503900000,337.19,340.18,336.01,338.26,224.47022
1503903600,338.26,341.33,336.65,338.77,166.39563999999993
1503907200,338.77,341.92,338.31,339.5,169.69262
1503910800,339.5,340.51,336.54,340.48,120.15133000000003
1503914400,340.48,340.7,337.13,339.81,124.56626
1503918000,339.81,342.86,338.77,341.9,221.63740000000004
1503921600,341.9,344.86,339.34,341.76,100.75909999999999
1503925200,341.76,347.41,341.64,341.96,183.23626
1503928800,342.19,345.18,341.65,342.95,100.89854999999997
1503932400,342.95,345.89,341.83,341.83,202.40127
1503936000,341.83,345.88,340.66,343.2,203.24719000000005
1503939600,343.2,344.78,340.49,340.49,160.23094
1503943200,340.49,345.69,340.49,345,176.28285999999997
1503946800,344.82,347.42,343.37,344.3,219.30128
1503950400,344.3,346.2,342.2,342.29,95.24482
1503954000,342.4,347.42,342.16,346.51,182.37778000000003
1503957600,346.42,348.5,345.31,348.49,103.74799999999999
1503961200,348.49,348.49,345.28,346,34.82278
1503964800,346,349.55,346,348.98,46.562950000000015
1503968400,348.98,351.94,347.06,349.98,60.23594
1503972000,349.98,350.99,347.38,348,32.4571
1503975600,348,353.23,348,350.03,137.58977000000002
1503979200,350.03,351.73,350.02,351.68,11.121420000000002
1503982800,351.68,355,351.6,355,27.21856
1503986400,355,355.79,350.72,354.93,77.59396999999998
1503990000,355.79,360.79,352.32,354.18,265.69325
1503993600,354.17,357.49,354.01,355.22,44.19242
1503997200,355.22,362.99,355.22,362.99,87.63841999999998
1504000800,362.99,367.13,360.13,362.2,193.08163999999996
1504004400,365.29,365.29,356.74,356.75,138.52779999999998
1504008000,356.75,364.71,356.75,358.42,119.02615
1504011600,362,365.46,360,364.35,116.52032
1504015200,364.36,365.43,361.31,362.17,351.5635800000002
1504018800,362.17,367.4,362.04,364.57,150.84565
1504022400,365.74,369.41,362.79,368.16,176.91073999999998
1504026000,368.16,373.66,366.94,370.43,212.34052000000003
1504029600,370.43,373.52,367.54,368.9,122.68069999999997
1504033200,368.9,373.42,365.65,367.44,182.91059000000004
1504036800,367.44,374.13,367.36,370.77,265.69481
1504040400,370.77,376.76,370.77,376.76,161.95324999999994
1504044000,376.76,377.6,373.52,374.51,41.60678
1504047600,374.51,377.49,374.51,374.7,8.16792
1504051200,374.7,374.7,367.37,371.6,147.66099
1504054800,371.6,377.8,371,375.68,41.014799999999994
1504058400,373.39,377.11,371.78,374.9,95.20549
1504062000,374.9,377.27,371.8,373,60.41718
1504065600,373,380.81,372.92,380.81,64.55169
1504069200,380.81,381.13,376.41,381.13,37.58972
1504072800,380.81,393.71,380.81,385.5,168.84849999999994
1504076400,385.5,392,378.14,378.14,181.44887999999997
1504080000,378.16,384.33,374.3,377.23,51.27905
1504083600,377.23,377.23,365.65,365.65,164.91588
1504087200,367.15,377.56,362.05,371.62,941.8590900000002
1504090800,371.62,379,371.62,375.9,191.86744000000002
1504094400,373.01,385.33,370.49,382.01,324.2041199999998
1504098000,382.01,382.3,377.8,380.43,257.2212099999999
1504101600,380.43,380.7,374.22,376.2,216.93007999999995
1504105200,376.2,380.89,376.1,379.38,229.15619
1504108800,379.38,383.64,378.72,383.18,182.77937999999997
1504112400,383.18,386.96,382.03,384.95,225.1859000000001
1504116000,384.95,389.8,382.05,384.66,143.03348
1504119600,384.66,387.41,383.38,383.38,127.10316000000002
1504123200,385.34,387.29,382.02,385,170.24828000000002
1504126800,385,386.11,380.74,382,131.15842999999995
1504130400,382,386,381.99,385,139.67697000000004
1504134000,385,386.25,381.99,385.93,153.24016999999998
1504137600,384.64,384.64,380.69,381.98,145.44770999999997
1504141200,381.98,384.35,379.42,380.56,164.80649999999994
1504144800,380.58,382.6,377.78,382.52,190.17860000000002
1504148400,382.6,383.8,381.03,383.51,175.96699
1504152000,383.66,385.94,382.47,385.5,228.77137000000008
1504155600,384.04,385.91,381.4,382.16,98.69375
1504159200,382.16,383.41,379.21,379.99,90.77745999999999
1504162800,379.99,383.14,379.99,383.14,64.43431
1504166400,383.14,383.41,379,381.87,126.58938
1504170000,381.96,383.39,378.85,379.2,251.80406
1504173600,379.59,385.88,379.2,383.41,237.51756999999995
1504177200,383.41,387.42,382.01,387.42,172.45309000000003
1504180800,385.82,387.41,383.48,387.41,257.545
1504184400,387,389.13,385.95,386.49,125.82301000000001
1504188000,387.25,389.36,386.48,386.92,308.88520000000005
1504191600,387.14,388.23,383.48,383.76,213.03073000000003
1504195200,384.38,387.39,383.47,386.69,216.74342000000001
1504198800,386.69,386.81,383.13,385.67,185.44997
1504202400,384.51,386.8,383.13,384.06,256.36960999999997
1504206000,385.47,386.5,383.19,384.45,220.32072000000002
1504209600,384.45,388.25,383.19,384.42,182.3151
1504213200,384.42,388.06,384.42,384.42,152.50790999999998
1504216800,384.42,388.25,384.42,384.59,181.94619000000003
1504220400,384.59,387.79,384.33,384.79,187.4909
1504224000,384.79,388.74,384.79,388.74,162.97779000000003
1504227600,388.69,394.06,387.53,391.37,248.72948999999994
1504231200,392.88,394.39,389.46,390.88,198.82856000000004
1504234800,391.7,393.13,390.86,390.86,141.56114000000002
1504238400,392.65,394.27,387.64,390.33,135.65893999999997
1504242000,388.92,388.99,384.88,384.88,203.48451999999992
1504245600,386.7,388.62,383.18,384.52,85.07529000000001
1504249200,386.26,390.56,384,388.4,330.2259700000001
1504252800,389.48,393.08,388.16,389.68,270.82414999999986
1504256400,389.97,392,387.46,389.14,248.32828
1504260000,389.02,389.88,387.46,389.88,94.21594000000002
1504263600,389.88,391.9,387.46,389.64,251.82987999999997
1504267200,389.56,391.2,387.01,388.8,205.72149000000002
1504270800,388.8,391,388.8,390.5,161.66811000000004
1504274400,390.78,391.06,386.57,388.54,253.38149000000004
1504278000,388.39,391.06,385.88,387.01,207.07200000000006
1504281600,387.91,391.47,386.05,388.36,274.8335900000001
1504285200,389.67,392.3,388.35,392.29,186.15346000000002
1504288800,392.29,393.4,388.37,388.37,78.3579
1504292400,388.65,391.07,387.11,388.08,258.27176
1504296000,389.62,394.02,388.08,388.49,84.56340999999999
1504299600,388.59,392.41,388.08,388.13,16.9694
1504303200,388.13,394.02,388.1,390.85,19.8851
1504306800,390.85,391.4,388.34,388.46,80.06668
1504310400,388.46,394.32,388.46,394.32,55.46214
1504314000,394.32,394.32,382.72,384.47,281.2368400000001
1504317600,385.8,387.11,382.05,382.68,204.90005999999997
1504321200,383.34,384.47,373.66,378.52,374.61642
1504324800,378.51,379.6,375.71,375.75,260.91206
1504328400,376.86,377.5,347.61,347.61,565.0525999999999
1504332000,348.77,368.8,347,367.6,757.7641099999998
1504335600,368.26,375,360.92,363.7,323.02916999999997
1504339200,364.83,364.84,351.62,355.42,287.52031000000005
1504342800,353.54,361.52,351.59,351.6,218.68435
1504346400,351.6,360.11,350.42,356.58,478.67877999999996
1504350000,357.78,360.1,354.42,357,311.37648999999993
1504353600,358.25,360.28,350.6,351.92,288.33698000000004
1504357200,354.16,357.58,351.91,353.09,206.97354
1504360800,354.42,355.76,332.15,335.32,564.62505
1504364400,336.83,345.01,327.09,341.72,509.23008
1504368000,341.72,342.8,329.73,336.97,511.42159
1504371600,336.97,344.64,332.31,341.63,335.83066
1504375200,341.63,345.27,337.46,339.29,271.73674000000005
1504378800,340.23,341.47,334.93,336.18,234.99339999999992
1504382400,338.08,338.47,325.63,325.63,452.29677
1504386000,327.16,331.08,320.08,324,236.00211999999996
1504389600,324,340.1,324,329.72,229.42859000000007
1504393200,331.77,343.15,329.72,343.14,280.21839000000006
1504396800,343.14,351.63,342.73,347.8,239.93432999999996
1504400400,349.11,352.67,345.62,347.26,331.109
1504404000,349,349,340.2,347.48,300.72898999999995
1504407600,347,352.48,345.39,348.85,142.70590000000004
1504411200,348.85,359.01,348.84,355.21,179.51396
1504414800,353.58,365.73,353.32,363.55,129.15333
1504418400,361.66,367.28,356,356.01,156.21616
1504422000,356.41,360.99,354,357.81,232.64892000000003
1504425600,357.82,363.45,354,356,339.43708
1504429200,355.61,356,341.52,344,426.72807000000006
1504432800,343.78,349.38,339.79,340.42,231.66561
1504436400,339.79,344.08,334.75,336.54,202.20820000000006
1504440000,337.69,343.12,330.07,343,281.4873200000001
1504443600,341.42,348.22,320.08,326.41,553.7055899999999
1504447200,323.02,331.29,320.17,325.3,382.0884999999999
1504450800,325.3,337.34,321.92,329.34,372.88541
1504454400,329.34,337.48,328.3,332.02,125.53050000000002
1504458000,332.02,347.73,332.02,343.99,206.25522
1504461600,343.99,345.29,337.35,345.29,96.89699999999999
1504465200,345.29,345.29,340.33,343.03,23.085459999999998
1504468800,343.61,347.68,342.37,342.37,106.79792999999998
1504472400,340.43,345.77,337.35,341.71,68.48572999999999
1504476000,341.71,346.71,341.12,341.38,71.36326999999999
1504479600,341.38,346.65,337.58,341.77,52.990629999999996
1504483200,341.77,344.55,333.01,333.09,74.42295
1504486800,334.84,338.29,333.17,335.65,83.07742999999999
1504490400,335.65,339.77,333.18,335.44,123.21426000000001
1504494000,335.44,335.44,328.27,329.62,67.28765999999999
1504497600,329.62,339.26,327.35,330,193.71731999999997
1504501200,330,338.97,329.04,334.99,178.88611999999998
1504504800,333.99,333.99,328.19,333.3,185.57991
1504508400,333.3,335.5,270.38,275.01,810.89752
1504512000,284.51,309.8,270,302.37,1022.9875600000003
1504515600,297.28,314.27,282.32,310.11,517.2791100000001
1504519200,310.11,314.27,304.55,305.1,311.59086999999994
1504522800,303.17,305.08,286.01,289.93,394.26104
1504526400,289.93,289.99,273.02,280.03,311.89835999999997
1504530000,280.15,298.18,273.26,293.81,277.69972999999993
1504533600,291.63,294.76,276.6,277,421.33447
1504537200,277,280.32,267.94,269.54,424.09091
1504540800,268.93,275.99,268.2,273.48,338.15840999999995
1504544400,274.7,275.5,271,271.33,122.96297999999999
1504548000,271.33,290,271.33,290,128.65009999999998
1504551600,290,302.55,290,296.43,70.95123
1504555200,296.43,301.94,292.1,301.94,131.28440999999995
1504558800,300,312.92,292.56,312.92,170.51713000000004
1504562400,312.92,312.92,292.5,294.64,157.10904
1504566000,295.45,299.9,282.36,283.77,219.95209000000003
1504569600,286.81,298.74,270.22,274.5,500.7861200000001
1504573200,274.5,281.87,235.55,242,853.9993400000001
1504576800,242.01,277.78,237.93,275.25,679.4011399999998
1504580400,277.27,278.49,267.02,271.12,567.86779
1504584000,269.61,284.14,268.11,279.01,265.54589
1504587600,279.5,280,271.51,271.51,215.68993999999998
1504591200,271.51,283.4,271.51,282.49,524.4026500000001
1504594800,278.92,297.25,278.92,296.52,536.04811
1504598400,296.56,299.64,285.42,288,545.5921800000001
1504602000,286.66,292.99,282.52,289.84,319.02446
1504605600,289.92,298,289.15,290.8,185.43677000000005
1504609200,290.8,298,290.09,295.98,447.59856
1504612800,295.79,304.99,295.67,299.16,292.86923999999993
1504616400,298.37,302.99,297.54,300.51,230.90417999999997
1504620000,300.51,304.99,294.92,296.45,341.5126799999999
1504623600,298.99,304.77,289.1,291.66,416.35941999999994
1504627200,291.66,299.37,285.94,299.37,193.34637
1504630800,299.37,309.82,295,305,127.20738
1504634400,303.27,315.01,303.16,312.12,251.36223999999999
1504638000,312.12,321.52,309.49,318.26,105.88525999999999
1504641600,318.71,318.71,311.22,317.99,397.53900000000004
1504645200,317.99,317.99,309.76,310.72,124.61793
1504648800,310.72,318.72,309.83,315.53,136.8065
1504652400,315.53,320.45,312.09,312.09,84.61609
1504656000,313.29,325.13,312.09,323.5,213.61504000000002
1504659600,323.5,331.76,322.72,330.12,500.13447
1504663200,331.06,333.12,320,324.6,630.1842999999998
1504666800,322.31,330,320.03,325.73,281.45897999999994
1504670400,325.55,328.06,316.64,317.54,131.60524
1504674000,317.7,323.23,316.15,320.36,256.22125
1504677600,321.76,323.17,314.76,316.05,162.28256000000002
1504681200,315.21,326,315,318.53,336.08671999999996
1504684800,318.53,330.01,318.53,328.06,317.27777
1504688400,328.06,331.7,324.01,325.43,102.66777
1504692000,324.82,329.6,321.25,329.6,119.35248999999999
1504695600,328,335.02,325.45,335.02,506.7527100000001
1504699200,331.73,335.23,326.45,329.01,631.9882200000003
1504702800,330.17,330.17,321.01,325.29,324.11945
1504706400,326.41,332.43,324,326,331.71959
1504710000,325.98,335.24,325.22,335,431.52636
1504713600,335,335,335,335,0
1504738800,335,336.34,335,335,209.31696
1504742400,335,335.01,332.25,332.25,128.59013
1504746000,332.25,332.25,320.35,321.82,178.3978
1504749600,321.82,328.98,321.08,325.2,264.74020999999993
1504753200,325.2,329.72,325.2,326.59,123.41002999999998
1504756800,326.59,329.31,325.41,328.32,39.14457
1504760400,327.49,330,326.03,328.02,80.83488000000001
1504764000,329.06,330.45,325.21,326.61,53.93536
1504767600,325.21,325.96,321.31,323.57,83.60382000000001
1504771200,323.57,325.41,320.17,325.3,134.11969000000002
1504774800,325.3,329.64,324.88,328.25,53.35285999999999
1504778400,328.25,331.39,324.71,327.7,150.83093000000002
1504782000,330.12,332.53,325.72,329.94,132.42767999999995
1504785600,329.94,335.67,327.79,334.37,463.16903
1504789200,334.31,337.7,332.97,335.09,137.60379999999998
1504792800,337.69,338.38,333,334.66,182.44116
1504796400,335.68,338.37,333,337,180.65830999999997
1504800000,337,342.5,331.48,334.54,265.73265000000004
1504803600,334.52,334.55,328.81,332.79,114.87499
